genus,Species,decimalLongitude,decimalLatitude,country,continent,ecoregion,realm
Amyotea,Amyotea erythromela,127.3611,0.7952,Indonesia,Asia,Halmahera rain forests,Australasia
Amyotea,Amyotea frontalis,127.5,-0.58,Indonesia,Asia,Halmahera rain forests,Australasia
Amyotea,Amyotea frontalis,127.85,0.6,Indonesia,Asia,Halmahera rain forests,Australasia
Amyotea,Amyotea glaucolimbata,150.071,-5.1073,Papua New Guinea,Oceania,New Britain-New Ireland lowland rain forests,Australasia
Amyotea,Amyotea hamata,146,-17.45,Australia,Australia,Queensland tropical rain forests,Australasia
Amyotea,Amyotea hamata,152.95,-27.08,Australia,Australia,Eastern Australian temperate forests,Australasia
Amyotea,Amyotea hamata,128.1007,-3.6296,Indonesia,Asia,Seram rain forests,Australasia
Amyotea,Amyotea hamata,127.3611,0.7952,Indonesia,Asia,Halmahera rain forests,Australasia
Amyotea,Amyotea hamata,153.22,-28.2,Australia,Australia,Eastern Australian temperate forests,Australasia
Amyotea,Amyotea hamata,145.38,-16.49,Australia,Australia,Queensland tropical rain forests,Australasia
Amyotea,Amyotea hamata,145.46,-16.55,Australia,Australia,Queensland tropical rain forests,Australasia
Amyotea,Amyotea hamata,148.16,-8.93,Papua New Guinea,Oceania,Southeast Papuan rain forests,Australasia
Amyotea,Amyotea hamata,129.5,-3.1333,Indonesia,Asia,Seram rain forests,Australasia
Amyotea,Amyotea lata,97.46,28.65,China,Asia,Northeast Himalayan subalpine conifer forests,Palearctic
Amyotea,Amyotea lata,100.83,24.43,China,Asia,Northern Indochina subtropical forests,Indomalayan
Amyotea,Amyotea lata,95.16,29.23,China,Asia,Northeast Himalayan subalpine conifer forests,Palearctic
Amyotea,Amyotea lata,101.25,21.93,China,Asia,Northern Indochina subtropical forests,Indomalayan
Amyotea,Amyotea malabarica,81.63,21.23,India,Asia,East Deccan moist deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,93,26,India,Asia,Meghalaya subtropical forests,Indomalayan
Amyotea,Amyotea malabarica,75.93,14.66,India,Asia,Deccan thorn scrub forests,Indomalayan
Amyotea,Amyotea malabarica,76.95,19.28,India,Asia,Central Deccan Plateau dry deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,88,24,India,Asia,Lower Gangetic Plains moist deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,85.66,25.97,India,Asia,Lower Gangetic Plains moist deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,77.14,11.99,India,Asia,South Deccan Plateau dry deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,75.73,13.49,India,Asia,North Western Ghats moist deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,75.5,13.16,India,Asia,North Western Ghats montane rain forests,Indomalayan
Amyotea,Amyotea malabarica,76.63,12.29,India,Asia,South Deccan Plateau dry deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,77.89,13.44,India,Asia,Deccan thorn scrub forests,Indomalayan
Amyotea,Amyotea malabarica,73.85,18.51,India,Asia,Narmada Valley dry deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,84.5,19.5,India,Asia,East Deccan moist deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,84.65,19.61,India,Asia,East Deccan moist deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,78.33,11,India,Asia,South Deccan Plateau dry deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,80.75,27.25,India,Asia,Upper Gangetic Plains moist deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,77.58,13.04,India,Asia,South Deccan Plateau dry deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,75.56,13.93,India,Asia,North Western Ghats moist deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,77.59,13.11,India,Asia,Deccan thorn scrub forests,Indomalayan
Amyotea,Amyotea malabarica,77.79,13.07,India,Asia,South Deccan Plateau dry deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,77.29,12.92,India,Asia,South Deccan Plateau dry deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,77.83,12.73,India,Asia,South Deccan Plateau dry deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,76.69,12.29,India,Asia,South Deccan Plateau dry deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,78.01,27.18,India,Asia,Upper Gangetic Plains moist deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,85.67,25.98,India,Asia,Lower Gangetic Plains moist deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,77.56,13.1,India,Asia,Deccan thorn scrub forests,Indomalayan
Amyotea,Amyotea malabarica,77.66,13.13,India,Asia,Deccan thorn scrub forests,Indomalayan
Amyotea,Amyotea malabarica,77.59,12.97,India,Asia,South Deccan Plateau dry deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,77.38,12.79,India,Asia,South Deccan Plateau dry deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,77.71,13.24,India,Asia,Deccan thorn scrub forests,Indomalayan
Amyotea,Amyotea malabarica,78.12,13.13,India,Asia,Deccan thorn scrub forests,Indomalayan
Amyotea,Amyotea malabarica,77.59,13.1,India,Asia,Deccan thorn scrub forests,Indomalayan
Amyotea,Amyotea malabarica,116.33,-8.67,Indonesia,Asia,Lesser Sundas deciduous forests,Australasia
Amyotea,Amyotea malabarica,121,16,Philippines,Asia,Luzon rain forests,Indomalayan
Amyotea,Amyotea malabarica,118,26.25,China,Asia,Jian Nan subtropical evergreen forests,Indomalayan
Amyotea,Amyotea malabarica,107,27,China,Asia,Guizhou Plateau broadleaf and mixed forests,Palearctic
Amyotea,Amyotea malabarica,109.75,19.25,China,Asia,Hainan Island monsoon rain forests,Indomalayan
Amyotea,Amyotea malabarica,115.66,27.66,China,Asia,Jian Nan subtropical evergreen forests,Indomalayan
Amyotea,Amyotea malabarica,121,24,Taiwan,Asia,Taiwan subtropical evergreen forests,Indomalayan
Amyotea,Amyotea malabarica,112.14,32.04,China,Asia,Changjiang Plain evergreen forests,Palearctic
Amyotea,Amyotea malabarica,101.5,25,China,Asia,Yunnan Plateau subtropical evergreen forests,Palearctic
Amyotea,Amyotea malabarica,79.96,23.18,India,Asia,Narmada Valley dry deciduous forests,Indomalayan
Amyotea,Amyotea malabarica,106.98,-6.78,Indonesia,Asia,Western Java montane rain forests,Indomalayan
Amyotea,Amyotea micans,140,-5,Indonesia,Asia,Southern New Guinea lowland rain forests,Australasia
Amyotea,Amyotea reciproca,130.08,-1.89,Indonesia,Asia,Vogelkop-Aru lowland rain forests,Australasia
Amyotea,Amyotea reciproca,146.32,-7.34,Papua New Guinea,Oceania,Southeast Papuan rain forests,Australasia
Amyotea,Amyotea reciproca,143.75,-4,Papua New Guinea,Oceania,Northern New Guinea lowland rain and freshwater swamp forests,Australasia
Anasida,Anasida funebris,24,-29,South Africa,Africa,Kalahari xeric savanna,Afrotropic
Anasida,Anasida orientalis,75.93,14.66,India,Asia,Deccan thorn scrub forests,Indomalayan
Anasida,Anasida orientalis,72.83,19,India,Asia,Malabar Coast moist forests,Indomalayan
Anasida,Anasida orientalis,76.9537,19.2891,India,Asia,Central Deccan Plateau dry deciduous forests,Indomalayan
Anasida,Anasida schoutedeni,13.51,-6.58,Angola,Africa,Angolan scarp savanna and woodlands,Afrotropic
Anasida,Anasida tenebrio,17.84,3.83,Central African Republic,Africa,Northwest Congolian lowland forests,Afrotropic
Anasida,Anasida tenebrio,-8.41,7.61,Côte d'Ivoire,Africa,Guinean montane forests,Afrotropic
Anasida,Anasida tenebrio,-8.4,7.7,Guinea,Africa,Guinean montane forests,Afrotropic
Anasida,Anasida tenebrio,12.5,6,Cameroon,Africa,Northern Congolian Forest-Savanna,Afrotropic
Anasida,Anasida tenebrio,29.4,3.4,Democratic Republic of the Congo,Africa,Northern Congolian Forest-Savanna,Afrotropic
Anasida,Anasida tenebrio,19.59,-4.95,Democratic Republic of the Congo,Africa,Southern Congolian forest-savanna,Afrotropic
Anasida,Anasida tenebrio,27.61,2.76,Democratic Republic of the Congo,Africa,Northeast Congolian lowland forests,Afrotropic
Anasida,Anasida tenebrio,22.41,-5.89,Democratic Republic of the Congo,Africa,Southern Congolian forest-savanna,Afrotropic
Anasida,Anasida tenebrio,-8.4206,7.6378,Guinea,Africa,Guinean montane forests,Afrotropic
Andrallus,Andrallus spinidens,49.38,-18.16,Madagascar,Africa,Madagascar humid forests,Afrotropic
Andrallus,Andrallus spinidens,78.77,28.83,India,Asia,Upper Gangetic Plains moist deciduous forests,Indomalayan
Andrallus,Andrallus spinidens,77.22,28.62,India,Asia,Upper Gangetic Plains moist deciduous forests,Indomalayan
Andrallus,Andrallus spinidens,-87.65,14.46,Honduras,North America,Central American dry forests,Neotropic
Andrallus,Andrallus spinidens,-85.96,14.06,Honduras,North America,Central American pine-oak forests,Neotropic
Andrallus,Andrallus spinidens,54.65,40.69,Turkmenistan,Asia,Central Asian southern desert,Palearctic
Andrallus,Andrallus spinidens,81.63,21.23,India,Asia,East Deccan moist deciduous forests,Indomalayan
Andrallus,Andrallus spinidens,82.02,19.08,India,Asia,North Deccan dry deciduous forests,Indomalayan
Andrallus,Andrallus spinidens,75.93,14.66,India,Asia,Deccan thorn scrub forests,Indomalayan
Andrallus,Andrallus spinidens,76.95,19.28,India,Asia,Central Deccan Plateau dry deciduous forests,Indomalayan
Andrallus,Andrallus spinidens,88.5,27.75,India,Asia,Eastern Himalayan alpine shrub and meadows,Palearctic
Andrallus,Andrallus spinidens,80.75,27.75,India,Asia,Upper Gangetic Plains moist deciduous forests,Indomalayan
Andrallus,Andrallus spinidens,88,24,India,Asia,Lower Gangetic Plains moist deciduous forests,Indomalayan
Andrallus,Andrallus spinidens,68.71,25.46,Pakistan,Asia,Aravalli west thorn scrub forests,Indomalayan
Andrallus,Andrallus spinidens,27.23,38.47,Turkey,Asia,Aegean and Western Turkey sclerophyllous and mixed forests,Palearctic
Andrallus,Andrallus spinidens,-96.66,19.33,México,North America,Veracruz dry forests,Neotropic
Andrallus,Andrallus spinidens,-96.14,19.18,México,North America,Veracruz dry forests,Neotropic
Andrallus,Andrallus spinidens,-95.21,18.44,México,North America,Sierra de los Tuxtlas,Neotropic
Andrallus,Andrallus spinidens,-72.33,18.54,Haiti,North America,Bahamian-Antillean mangroves,Neotropic
Andrallus,Andrallus spinidens,93,26,India,Asia,Meghalaya subtropical forests,Indomalayan
Andrallus,Andrallus spinidens,77.23,28.65,India,Asia,Upper Gangetic Plains moist deciduous forests,Indomalayan
Andrallus,Andrallus spinidens,85.37,23.33,India,Asia,Chhota-Nagpur dry deciduous forests,Indomalayan
Andrallus,Andrallus spinidens,77.59,12.97,India,Asia,South Deccan Plateau dry deciduous forests,Indomalayan
Andrallus,Andrallus spinidens,76.63,12.29,India,Asia,South Deccan Plateau dry deciduous forests,Indomalayan
Andrallus,Andrallus spinidens,76.91,16.16,India,Asia,Deccan thorn scrub forests,Indomalayan
Andrallus,Andrallus spinidens,75.5401,11.7,India,Asia,Malabar Coast moist forests,Indomalayan
Andrallus,Andrallus spinidens,74.87,31.62,India,Asia,Aravalli west thorn scrub forests,Indomalayan
Andrallus,Andrallus spinidens,78.33,11,India,Asia,South Deccan Plateau dry deciduous forests,Indomalayan
Andrallus,Andrallus spinidens,78.85,12.62,India,Asia,South Deccan Plateau dry deciduous forests,Indomalayan
Andrallus,Andrallus spinidens,79.5,29.83,India,Asia,Himalayan subtropical pine forests,Indomalayan
Andrallus,Andrallus spinidens,72.22,34.67,Pakistan,Asia,Western Himalayan subalpine conifer forests,Indomalayan
Andrallus,Andrallus spinidens,-95,18.47,México,North America,Sierra de los Tuxtlas,Neotropic
Andrallus,Andrallus spinidens,52.35,36.46,Iran,Asia,Caspian Hyrcanian mixed forests,Palearctic
Andrallus,Andrallus spinidens,83.75,26.66,India,Asia,Upper Gangetic Plains moist deciduous forests,Indomalayan
Andrallus,Andrallus spinidens,73.84,16.96,India,Asia,North Western Ghats montane rain forests,Indomalayan
Andrallus,Andrallus spinidens,131.5,32.13,Japan,Asia,Taiheiyo evergreen forests,Palearctic
Andrallus,Andrallus spinidens,75.64,32.33,India,Asia,Western Himalayan broadleaf forests,Indomalayan
Andrallus,Andrallus spinidens,113.25,23.5,China,Asia,South China-Vietnam subtropical evergreen forests,Indomalayan
Andrallus,Andrallus spinidens,109,24,China,Asia,Jian Nan subtropical evergreen forests,Indomalayan
Andrallus,Andrallus spinidens,107,27,China,Asia,Guizhou Plateau broadleaf and mixed forests,Palearctic
Andrallus,Andrallus spinidens,112.25,31,China,Asia,Daba Mountains evergreen forests,Palearctic
Andrallus,Andrallus spinidens,111.75,27.66,China,Asia,Jian Nan subtropical evergreen forests,Indomalayan
Andrallus,Andrallus spinidens,115.66,27.66,China,Asia,Jian Nan subtropical evergreen forests,Indomalayan
Andrallus,Andrallus spinidens,121,24,Taiwan,Asia,Taiwan subtropical evergreen forests,Indomalayan
Andrallus,Andrallus spinidens,88,31.66,China,Asia,Central Tibetan Plateau alpine steppe,Palearctic
Andrallus,Andrallus spinidens,24,-22,Botswana,Africa,Kalahari xeric savanna,Afrotropic
Andrallus,Andrallus spinidens,112.5,2.5,Malaysia,Asia,Borneo lowland rain forests,Indomalayan
Andrallus,Andrallus spinidens,127.93,26.5,Japan,Asia,Nansei Islands subtropical evergreen forests,Indomalayan
Andrallus,Andrallus spinidens,110,-7.49,Indonesia,Asia,Western Java montane rain forests,Indomalayan
Andrallus,Andrallus spinidens,114,-1,Indonesia,Asia,Borneo lowland rain forests,Indomalayan
Andrallus,Andrallus spinidens,107.83,16.16,Vietnam,Asia,Southern Annamites montane rain forests,Indomalayan
Andrallus,Andrallus spinidens,-64.54,-32.05,Argentina,South America,Dry Chaco,Neotropic
Andrallus,Andrallus spinidens,78.43,22.46,India,Asia,East Deccan moist deciduous forests,Indomalayan
Andrallus,Andrallus spinidens,-44.77,-3.45,Brazil,South America,Maranhão Babaçu forests,Neotropic
Andrallus,Andrallus spinidens,-91.32,30.47,United States,North America,Mississippi lowland forests,Nearctic
Andrallus,Andrallus spinidens,-90.07,29.95,United States,North America,Mississippi lowland forests,Nearctic
Andrallus,Andrallus spinidens,-55.23,-7.07,Brazil,South America,Tapajós-Xingu moist forests,Neotropic
Andrallus,Andrallus spinidens,99.1,3.11,Indonesia,Asia,Sumatran lowland rain forests,Indomalayan
Andrallus,Andrallus spinidens,-80.0385,26.7084,United States,North America,Everglades flooded grasslands,Neotropic
Andrallus,Andrallus spinidens,-81.72,28.09,United States,North America,Southeast US conifer savannas,Nearctic
Andrallus,Andrallus spinidens,-80.47,25.46,United States,North America,Everglades flooded grasslands,Neotropic
Andrallus,Andrallus spinidens,-82.38,29.64,United States,North America,Southeast US conifer savannas,Nearctic
Andrallus,Andrallus spinidens,-80.93,26.75,United States,North America,Everglades flooded grasslands,Neotropic
Andrallus,Andrallus spinidens,106.8,-6.59,Indonesia,Asia,Western Java rain forests,Indomalayan
Andrallus,Andrallus spinidens,-93.06,44.99,United States,North America,Upper Midwest US forest-savanna transition,Nearctic
Andrallus,Andrallus spinidens,107.0009,-6.7721,Indonesia,Asia,Western Java montane rain forests,Indomalayan
Andrallus,Andrallus spinidens,90.439,27.5193,Bhutan,Asia,Eastern Himalayan broadleaf forests,Indomalayan
Andrallus,Andrallus spinidens,34.5453,1.1505,Uganda,Africa,East African montane moorlands,Afrotropic
Andrallus,Andrallus spinidens,26.5138,-8.6544,Democratic Republic of the Congo,Africa,Central Zambezian wet miombo woodlands,Afrotropic
Andrallus,Andrallus spinidens,35.3825,-0.5768,Kenya,Africa,East African montane forests,Afrotropic
Andrallus,Andrallus spinidens,102,0,Indonesia,Asia,Sumatran freshwater swamp forests,Indomalayan
Andrallus,Andrallus spinidens,79.4883,29.0217,India,Asia,Terai-Duar savanna and grasslands,Indomalayan
Andrallus,Andrallus spinidens,80.1046,29.0711,India,Asia,Terai-Duar savanna and grasslands,Indomalayan
Andrallus,Andrallus spinidens,79.1256,29.3945,India,Asia,Himalayan subtropical pine forests,Indomalayan
Andrallus,Andrallus spinidens,91.3333,25.5,India,Asia,Meghalaya subtropical forests,Indomalayan
Apateticus,Apateticus lineolatus,-85.96,14.06,Honduras,North America,Central American pine-oak forests,Neotropic
Apateticus,Apateticus lineolatus,-86.38,14.91,Honduras,North America,Central American pine-oak forests,Neotropic
Apateticus,Apateticus lineolatus,-103.48,34.02,United States,North America,Western shortgrass prairie,Nearctic
Apateticus,Apateticus lineolatus,-96.91,19.53,México,North America,Veracruz moist forests,Neotropic
Apateticus,Apateticus lineolatus,-103.69,19.28,México,North America,Jalisco dry forests,Neotropic
Apateticus,Apateticus lineolatus,-96.5,17,México,North America,Southern Pacific dry forests,Neotropic
Apateticus,Apateticus lineolatus,-110.3,30.3,México,North America,Chihuahuan desert,Nearctic
Apateticus,Apateticus lineolatus,-106.25,28.75,México,North America,Chihuahuan desert,Nearctic
Apateticus,Apateticus lineolatus,-105.44,24.09,México,North America,Sierra Madre Occidental pine-oak forests,Nearctic
Apateticus,Apateticus lineolatus,-105.9,27.05,México,North America,Sierra Madre Occidental pine-oak forests,Nearctic
Apateticus,Apateticus lineolatus,-100.31,25.67,México,North America,Tamaulipan matorral,Nearctic
Apateticus,Apateticus lineolatus,-100.23,24.87,México,North America,Sierra Madre Oriental pine-oak forests,Nearctic
Apateticus,Apateticus lineolatus,-100.51,26.09,México,North America,Sierra Madre Oriental pine-oak forests,Nearctic
Apateticus,Apateticus lineolatus,-99.56,26.06,México,North America,Tamaulipan mezquital,Nearctic
Apateticus,Apateticus lineolatus,-99.82,24.22,México,North America,Sierra Madre Oriental pine-oak forests,Nearctic
Apateticus,Apateticus lineolatus,-99.75,25.58,México,North America,Tamaulipan mezquital,Nearctic
Apateticus,Apateticus lineolatus,-99.15,23.03,México,North America,Veracruz moist forests,Neotropic
Apateticus,Apateticus lineolatus,-99.14,23.74,México,North America,Veracruz moist forests,Neotropic
Apateticus,Apateticus lineolatus,-104.89,21.5,México,North America,Sinaloan dry forests,Neotropic
Apateticus,Apateticus lineolatus,-99.01,21.99,México,North America,Veracruz moist forests,Neotropic
Apateticus,Apateticus lineolatus,-103.56,20.09,México,North America,Bajío dry forests,Neotropic
Apateticus,Apateticus lineolatus,-103.39,20.66,México,North America,Bajío dry forests,Neotropic
Apateticus,Apateticus lineolatus,-103.83,20.88,México,North America,Sinaloan dry forests,Neotropic
Apateticus,Apateticus lineolatus,-103.88,19.11,México,North America,Jalisco dry forests,Neotropic
Apateticus,Apateticus lineolatus,-101.19,20.89,México,North America,Bajío dry forests,Neotropic
Apateticus,Apateticus lineolatus,-103.16,18.77,México,North America,Balsas dry forests,Neotropic
Apateticus,Apateticus lineolatus,-102.05,19.41,México,North America,Trans-Mexican Volcanic Belt pine-oak forests,Neotropic
Apateticus,Apateticus lineolatus,-101.83,19.16,México,North America,Trans-Mexican Volcanic Belt pine-oak forests,Neotropic
Apateticus,Apateticus lineolatus,-101.87,18.88,México,North America,Balsas dry forests,Neotropic
Apateticus,Apateticus lineolatus,-102.7,19.8,México,North America,Bajío dry forests,Neotropic
Apateticus,Apateticus lineolatus,-101.86,19.49,México,North America,Trans-Mexican Volcanic Belt pine-oak forests,Neotropic
Apateticus,Apateticus lineolatus,-96.78,19.59,México,North America,Veracruz moist forests,Neotropic
Apateticus,Apateticus lineolatus,-96.97,19.06,México,North America,Oaxacan montane forests,Neotropic
Apateticus,Apateticus lineolatus,-96.86,19.54,México,North America,Veracruz moist forests,Neotropic
Apateticus,Apateticus lineolatus,-99.48,18.89,México,North America,Trans-Mexican Volcanic Belt pine-oak forests,Neotropic
Apateticus,Apateticus lineolatus,-100.13,19.19,México,North America,Trans-Mexican Volcanic Belt pine-oak forests,Neotropic
Apateticus,Apateticus lineolatus,-98.68,17.42,México,North America,Sierra Madre del Sur pine-oak forests,Neotropic
Apateticus,Apateticus lineolatus,-99.82,19.17,México,North America,Trans-Mexican Volcanic Belt pine-oak forests,Neotropic
Apateticus,Apateticus lineolatus,-99.83,17.62,México,North America,Sierra Madre del Sur pine-oak forests,Neotropic
Apateticus,Apateticus lineolatus,-100.66,18.35,México,North America,Balsas dry forests,Neotropic
Apateticus,Apateticus lineolatus,-100.76,17.37,México,North America,Southern Pacific dry forests,Neotropic
Apateticus,Apateticus lineolatus,-99.46,17.31,México,North America,Sierra Madre del Sur pine-oak forests,Neotropic
Apateticus,Apateticus lineolatus,-99.6,18.55,México,North America,Trans-Mexican Volcanic Belt pine-oak forests,Neotropic
